DATA_STRD_YR,LTTC_ID,CTPR_CD,SIGNGU_CD,LEGALDONG_CD,CENSUS_BNDR_CTPR_CD,CENSUS_BNDR_SIGNGU_CD,CENSUS_BNDR_EMD_CD,TKCAR_TRFC_QTY,AVE_TRAF_NMTM,AVE_TRAF_WAIT_TM,PBTS_TRAF_TRFC_RATE
2023,다사61b29a,41,41135,4113511600,31,31023,31023680,28686.0,0.6655,1080.0,0.0618
2023,다라95a52b,46,46150,4615039000,36,36030,36030350,13231.0,0.348,2017.0,0.012
2023,라바25b29b,43,43720,4372032500,33,33520,33520320,3276.0,0.0,,0.0
2023,다바89a51b,43,43113,4311332000,33,33043,33043320,37010.0,0.0873,996.0,0.1993
2023,라라11a49b,46,46130,4613032000,36,36020,36020320,8897.0,0.3111,1866.0,0.0065
2023,마마67a31a,31,31110,3111011500,26,26010,26010620,22158.0,0.095,1297.0,0.0045
2023,다바78b51a,36,36110,3611038000,29,29010,29010380,1339.0,0.0859,1761.0,0.0052
2023,다사69b74b,41,41650,4165025000,31,31270,31270110,2731.0,0.8258,1227.0,0.0058
2023,라사61b18b,51,51130,5113039000,32,32020,32020380,113.0,0.1765,,0.0
2023,마라18a89a,48,48250,4825012900,38,38070,38070620,41581.0,0.1044,1035.0,0.0117
2023,다사03b43b,28,28110,2811014700,23,23010,23010640,11297.0,1.0E-4,,0.0
2023,라라50b59b,48,48240,4824011700,38,38060,38060510,5710.0,0.0633,1074.0,0.0011
2023,다사16a44b,28,28110,2811014500,23,23010,23010650,3700.0,0.0487,985.0,0.0836
2023,다바56a67a,44,44200,4420025000,34,34040,34040110,16826.0,0.1958,1284.0,0.0506
2023,다다30b07a,50,50110,5011025600,39,39010,39010130,25231.0,0.1176,895.0,0.0333
2023,라라59a92b,48,48170,4817041000,38,38030,38030400,2371.0,0.2123,844.0,0.0178
2023,다사70b78b,41,41650,4165025000,31,31270,31270110,858.0,0.6375,558.0,0.0035
2023,라라01a62a,46,46150,4615013300,36,36030,36030660,8749.0,0.1946,1889.0,0.0034
2023,라라61b95b,48,48170,4817040000,38,38030,38030390,2684.0,0.2444,363.0,0.0019
2023,다바91b17a,30,30230,3023010100,25,25050,25050510,46409.0,0.3785,742.0,0.1057
2023,라사42a37a,51,51130,5113031000,32,32020,32020310,2913.0,0.2448,1550.0,0.0218
2023,라마49a81b,47,47150,4715041000,37,37030,37030400,5135.0,0.3887,1371.0,0.1215
2023,다사32a69b,41,41480,4148011700,31,31200,31200516,4002.0,0.5971,1087.0,0.0225
2023,다다08a01b,50,50110,5011010800,39,39010,39010570,4628.0,0.108,1202.0,0.0316
2023,다바52b94a,41,41220,4122025900,31,31070,31070140,4176.0,0.4962,1048.0,0.0163
2023,다사25a70a,41,41570,4157036000,31,31230,31230360,816.0,0.32,1041.0,0.0145
2023,라바00a37b,43,43111,4311135000,33,33041,33041350,8614.0,0.2179,1203.0,0.0042
2023,라사01b21a,41,41500,4150025300,31,31210,31210120,5389.0,0.2351,1342.0,7.0E-4
2023,다사88a77a,41,41820,4182033000,31,31570,31570330,10433.0,0.2782,1120.0,0.025
2023,마마00a03a,48,48121,4812131000,38,38111,38111310,25298.0,0.2668,638.0,0.0863
2023,다사44b29a,41,41271,4127111400,31,31091,31091730,92282.0,0.3761,843.0,0.0167
2023,다바70a68a,44,44131,4413110700,34,34011,34011530,1420.0,0.3071,2032.0,0.0239
2023,다바73b54b,36,36110,3611037000,29,29010,29010370,445.0,1.0067,1859.0,0.0022
2023,다라63a41a,46,46780,4678025000,36,36560,36560110,135.0,0.0223,,0.0
2023,다바19b18a,44,44180,4418010200,34,34030,34030510,7667.0,0.12,1748.0,0.004
2023,라사08b56a,41,41830,4183036000,31,31580,31580360,488.0,0.1271,,0.0
2023,라라20a60b,46,46230,4623011000,36,36060,36060560,15821.0,0.1322,1873.0,0.0035
2023,다사84a40b,41,41610,4161034000,31,31250,31250350,1847.0,0.4369,445.0,0.1539
2023,마라36b88a,26,26530,2653010200,21,21150,21150540,4676.0,0.5719,1251.0,0.0049
2023,다사24a69a,41,41570,4157036000,31,31230,31230360,1606.0,0.0479,792.0,0.2177
2023,다사74b88b,41,41650,4165031000,31,31270,31270310,1006.0,0.1292,781.0,0.001
2023,마마68b82b,47,47111,4711110300,37,37011,37011610,8211.0,0.2886,1682.0,0.0407
2023,다바26a21b,44,44180,4418035000,34,34030,34030360,223.0,0.0493,,0.0
2023,다바79a89a,41,41550,4155012400,31,31220,31220520,4552.0,0.0921,1134.0,0.0425
2023,다나32a83b,50,50130,5013032000,39,39020,39020320,1312.0,0.0412,1318.0,0.0015
2023,라바94b70b,47,47210,4721035000,37,37060,37060350,1148.0,0.2495,,0.0
2023,라아62a27b,51,51810,5181034000,32,32590,32590340,4469.0,0.0085,2820.0,4.0E-4
2023,마라24a78b,26,26440,2644010900,21,21120,21120560,7277.0,0.745,1007.0,0.029
2023,다마24a68b,45,45130,4513025000,35,35020,35020110,1488.0,0.1472,1954.0,0.002
2023,라바07b08a,43,43730,4373025000,33,33530,33530110,2159.0,0.0,,0.0
2023,다마76a33b,45,45750,4575025000,35,35550,35550110,622.0,0.0,,0.0
2023,마라48a98a,26,26710,2671033000,21,21510,21510330,253.0,0.7432,,0.0
2023,라라41b84b,48,48240,4824036000,38,38060,38060360,2376.0,0.1764,484.0,0.0021
2023,라라69b65a,48,48820,4882025000,38,38540,38540110,271.0,0.0,,0.0
2023,마마65a85a,47,47113,4711325000,37,37012,37012110,581.0,0.4756,2269.0,0.0202
2023,마바74b55a,47,47930,4793038000,37,37620,37620380,434.0,0.0,,0.0
2023,라바31b24b,43,43720,4372033000,33,33520,33520330,733.0,0.0,,0.0
2023,다바86b45b,43,43113,4311331000,33,33043,33043310,3107.0,0.3582,1496.0,0.0174
2023,다나34b88a,50,50130,5013032000,39,39020,39020320,5673.0,0.1858,1582.0,0.0115
2023,다라45a94a,29,29170,2917013600,24,24040,24040810,4987.0,0.3166,860.0,0.0203
2023,라아84a45b,51,51820,5182025300,32,32600,32600120,1026.0,0.0332,3096.0,0.0078
2023,다사09b76b,28,28710,2871039000,23,23510,23510390,1017.0,0.0364,,0.0
2023,다사04a39b,28,28110,2811015000,23,23010,23010630,446.0,0.0628,1011.0,0.0022
2023,라바70b31b,47,47900,4790041000,37,37600,37600410,109.0,0.3771,,0.0
2023,다마89b36b,45,45750,4575034000,35,35550,35550340,102.0,0.0,,0.0
2023,다바43a88a,41,41220,4122025600,31,31070,31070130,3121.0,0.3294,915.0,0.0067
2023,나라95b40a,46,46110,4611016100,36,36010,36010650,2033.0,0.4954,,0.0
2023,다마54a54a,45,45210,4521042000,35,35060,35060400,119.0,0.0,,0.0
2023,마바12b39a,47,47170,4717013900,37,37040,37040630,1674.0,0.1126,,0.0
2023,다바91b59a,43,43114,4311425300,33,33044,33044120,614.0,0.1694,1355.0,0.0049
2023,다마30a71b,45,45130,4513031000,35,35020,35020310,116.0,0.3717,2293.0,0.0169
2023,라사03a06b,41,41500,4150037000,31,31210,31210370,551.0,0.0908,1460.0,0.0018
2023,마라07b89b,48,48123,4812313200,38,38112,38112570,4588.0,0.6978,1225.0,0.0041
2023,라사61a06b,43,43150,4315011200,33,33030,33030560,3683.0,0.155,1157.0,0.0041
2023,라바46b46a,47,47280,4728025300,37,37090,37090120,146.0,0.0411,,0.0
2023,라바95a32a,47,47170,4717034000,37,37040,37040340,54.0,0.0,,0.0
2023,마사37a00b,51,51190,5119010600,32,32050,32050550,2286.0,0.0428,1405.0,0.0035
2023,마아05a04b,51,51830,5183032000,32,32610,32610320,757.0,0.0,,0.0
2023,라라09b62b,46,46230,4623025000,36,36060,36060110,1041.0,0.1931,2140.0,0.0067
2023,다라39b76b,29,29155,2915512000,24,24030,24030700,797.0,0.4283,,0.0
2023,라라24b35b,46,46130,4613025000,36,36020,36020110,608.0,0.2598,1323.0,0.0016
2023,라마67b84b,47,47150,4715032000,37,37030,37030320,173.0,0.416,2260.0,0.0391
2023,다마62b65b,45,45113,4511312900,35,35012,35012710,1778.0,0.1215,1555.0,0.0011
2023,라라15a64b,46,46230,4623033000,36,36060,36060330,1700.0,0.2136,1106.0,0.0012
2023,라바08b41b,43,43111,4311133000,33,33041,33041330,570.0,0.4545,,0.0
2023,다마52a81a,45,45140,4514043000,35,35030,35030430,516.0,0.4944,1836.0,0.0058
2023,마마38a02a,48,48330,4833031000,38,38100,38100310,496.0,0.1634,2092.0,0.0139
2023,다라86a70b,46,46150,4615025000,36,36030,36030110,216.0,0.4493,,0.0
2023,마사01b02a,51,51750,5175032500,32,32530,32530380,890.0,0.0022,,0.0
2023,라바11b13a,43,43730,4373031000,33,33530,33530310,1317.0,0.0,,0.0
2023,라라14b42a,46,46130,4613013500,36,36020,36020670,538.0,0.3775,2342.0,0.0912
2023,라사42a66b,51,51720,5172035200,32,32510,32510400,255.0,0.0,,0.0
2023,마라09b80a,48,48129,4812914600,38,38115,38115620,98.0,0.4694,409.0,0.0577
2023,라바57b18a,47,47250,4725011400,37,37080,37080570,541.0,0.1,,0.0
2023,다바25b11a,44,44180,4418039000,34,34030,34030390,473.0,0.1186,819.0,0.0063
2023,다사93a45b,41,41830,4183033000,31,31580,31580330,2375.0,0.2417,562.0,0.0013
2023,마마71b91b,47,47113,4711325000,37,37012,37012110,502.0,0.1375,750.0,0.031
2023,마바10a04b,47,47730,4773036000,37,37520,37520360,419.0,0.098,1337.0,0.0095
2023,라바27b25b,43,43720,4372034000,33,33520,33520340,44.0,0.0,,0.0
2023,다사91a46b,41,41830,4183033000,31,31580,31580330,696.0,0.0647,1104.0,0.0029
2023,다바43b99b,41,41590,4159037000,31,31240,31240390,838.0,0.2339,,0.0
2023,다바33a46b,44,44800,4480032000,34,34560,34560320,130.0,0.0,,0.0
2023,다사98a40a,41,41830,4183031000,31,31580,31580310,198.0,0.0,,0.0
2023,라마47a25a,48,48890,4889045000,38,38600,38600450,258.0,0.0,,0.0
2023,다마62b84a,45,45140,4514039000,35,35030,35030390,52.0,0.0383,,0.0
2023,라마82a83a,47,47850,4785025600,37,37590,37590130,570.0,0.0562,703.0,0.0105
2023,다바86a03a,30,30170,3017012000,25,25030,25030710,1479.0,0.6172,2514.0,0.0074
2023,다라30b31b,46,46810,4681036000,36,36590,36590370,14.0,0.0,,0.0
2023,마마53a53b,47,47130,4713033000,37,37020,37020330,1366.0,0.1018,,0.0
2023,라라21b94a,48,48850,4885040000,38,38560,38560410,7.0,0.0,,0.0
2023,라라83a58a,48,48220,4822034000,38,38050,38050330,2127.0,0.4782,1587.0,0.0172
2023,다사96a74a,41,41820,4182032500,31,31570,31570320,1010.0,0.1158,1587.0,0.0516
2023,다바17a21a,44,44180,4418041000,34,34030,34030320,361.0,0.05,2583.0,0.0137
2023,다나23a97b,50,50110,5011025900,39,39010,39010140,1454.0,0.5535,1027.0,0.0268
2023,라라48a92b,48,48170,4817044000,38,38030,38030430,548.0,0.2539,,0.0
2023,다마27b38a,45,45800,4580035000,35,35580,35580350,344.0,0.0,,0.0
2023,다바93a61a,43,43114,4311425300,33,33044,33044120,241.0,0.398,1153.0,0.0163
2023,나사93a76b,28,28710,2871040000,23,23510,23510400,158.0,0.0063,,0.0
2023,나나96a95a,50,50110,5011025300,39,39010,39010120,385.0,0.3167,56.0,0.0103
2023,마사22a19b,51,51770,5177036000,32,32550,32550360,197.0,0.2281,510.0,0.0051
2023,나다90b50a,50,50110,5011032000,39,39010,39010320,450.0,0.0,,0.0
2023,라마16b25b,48,48870,4887040000,38,38580,38580400,982.0,0.0,,0.0
2023,마사13b29b,51,51770,5177036000,32,32550,32550360,324.0,0.0,,0.0
2023,라사72a55a,51,51760,5176034000,32,32540,32540340,423.0,0.0,,0.0
2023,마바02b79a,47,47920,4792025000,37,37610,37610110,151.0,0.1591,,0.0
2023,라마32a67b,45,45730,4573031000,35,35530,35530310,107.0,0.0,,0.0
2023,라마55a48b,48,48890,4889033000,38,38600,38600330,107.0,0.0,,0.0
2023,다사53b79a,41,41630,4163033000,31,31260,31260330,1003.0,0.5513,844.0,0.0069
2023,다사49a96a,41,41480,4148037000,31,31200,31200370,895.0,0.2603,983.0,0.011
2023,라라29b77a,48,48850,4885038000,38,38560,38560390,174.0,0.0,,0.0
2023,라사51b17a,51,51130,5113039000,32,32020,32020380,309.0,0.1717,3456.0,0.0032
2023,다사65a34b,41,41131,4113111700,31,31021,31021660,36.0,0.1666,361.0,0.6289
2023,다마65a64b,45,45113,4511312000,35,35012,35012660,1341.0,0.2304,1641.0,0.003
2023,다바86b41b,43,43113,4311331000,33,33043,33043310,118.0,0.2628,,0.0
2023,라바86b44b,47,47900,4790036000,37,37600,37600360,562.0,0.1728,1633.0,0.0344
2023,라바63a39b,47,47250,4725025000,37,37080,37080110,205.0,0.0831,,0.0
2023,라바97b56b,47,47210,4721033000,37,37060,37060330,216.0,0.0416,,0.0
2023,다사43a83b,41,41480,4148025600,31,31200,31200130,241.0,0.0622,,0.0
2023,마바00a41b,47,47170,4717025000,37,37040,37040110,618.0,0.2345,,0.0
2023,마사24b03a,51,51190,5119010800,32,32050,32050620,192.0,0.0263,,0.0
2023,다나27a82a,50,50130,5013025300,39,39020,39020120,464.0,0.0905,1224.0,0.0353
2023,라라21b75b,48,48850,4885025000,38,38560,38560110,254.0,0.0,,0.0
2023,마사37a39b,51,51230,5123034000,32,32070,32070340,223.0,0.1613,,0.0
2023,다사62b05a,41,41370,4137010300,31,31140,31140520,91.0,0.2526,773.0,0.0619
2023,라라88b58a,48,48220,4822031000,38,38050,38050310,410.0,0.0,,0.0
2023,라라83a65b,48,48820,4882043000,38,38540,38540430,199.0,0.0,,0.0
2023,마바21a48b,47,47170,4717041000,37,37040,37040410,77.0,0.4936,,0.0
2023,다바94a84b,43,43750,4375037000,33,33550,33550360,29.0,0.0,,0.0
2023,라마83b76b,47,47850,4785025000,37,37590,37590110,200.0,0.015,,0.0
2023,라사22a34b,41,41830,4183038000,31,31580,31580380,115.0,0.0261,,0.0
2023,라라56a74a,48,48240,4824031000,38,38060,38060310,461.0,0.0079,,0.0
2023,다바91b36b,36,36110,3611033000,29,29010,29010330,121.0,0.1074,1044.0,0.062
2023,다라31a50a,46,46830,4683032000,36,36610,36610320,5.0,0.0,,0.0
2023,나나82a79a,50,50110,5011031000,39,39010,39010310,264.0,0.2233,1260.0,0.0186
2023,다바19b14b,44,44180,4418010500,34,34030,34030540,25.0,0.1595,,0.0
2023,다마54b49a,45,45210,4521045000,35,35060,35060430,212.0,0.0377,,0.0
2023,라라19a44a,46,46130,4613015100,36,36020,36020690,517.0,0.4505,1617.0,0.0245
2023,마바04b45b,47,47170,4717033000,37,37040,37040330,258.0,0.1898,1786.0,0.0039
2023,라라17b67a,46,46230,4623033000,36,36060,36060330,54.0,0.0,,0.0
2023,마사41b31b,51,51230,5123034000,32,32070,32070340,60.0,0.0,,0.0
2023,라마68b26a,48,48890,4889040000,38,38600,38600400,2.0,0.0,,0.0
2023,다사52b65a,41,41281,4128110900,31,31101,31101560,277.0,0.3755,618.0,0.0918
2023,라사48b37b,51,51130,5113031000,32,32020,32020310,415.0,0.1277,,0.0
2023,라사02b72a,41,41820,4182025000,31,31570,31570110,686.0,0.3703,,0.0
2023,라사03b62b,41,41820,4182031000,31,31570,31570310,205.0,0.4098,,0.0
2023,다바93a60a,43,43114,4311425300,33,33044,33044120,78.0,0.0256,,0.0
2023,라사15a10a,41,41670,4167031000,31,31280,31280310,170.0,0.0294,,0.0
2023,마바06a55a,47,47170,4717032000,37,37040,37040320,4.0,0.0,,0.0
2023,다다36a93b,46,46890,4689032000,36,36660,36660320,207.0,0.0387,,0.0
2023,마바16a54a,47,47170,4717031000,37,37040,37040310,48.0,0.2292,,0.0
2023,마사29a03b,51,51190,5119010700,32,32050,32050620,283.0,0.0671,,0.0
2023,라바62b14a,47,47250,4725033000,37,37080,37080330,2.0,0.0,,0.0
2023,라마86b07a,48,48730,4873034000,38,38520,38520340,181.0,0.6251,,0.0
2023,마사30b54b,51,51150,5115035000,32,32030,32030350,105.0,0.1333,,0.0
2023,라라90b97a,48,48127,4812725000,38,38114,38114110,101.0,0.1291,,0.0
2023,라바89a31a,47,47730,4773045000,37,37520,37520450,190.0,0.021,,0.0
2023,라라48b45b,48,48840,4884033000,38,38550,38550330,12.0,0.0,,0.0
2023,라바60b04a,47,47150,4715035000,37,37030,37030340,127.0,0.1887,,0.0
2023,마사53a07a,51,51230,5123035000,32,32070,32070350,100.0,0.0699,,0.0
2023,다마95b04a,46,46730,4673037000,36,36530,36530370,13.0,0.0,,0.0
2023,라라68a25b,48,48220,4822035000,38,38050,38050340,73.0,0.0,,0.0
2023,마라35a93b,26,26440,2644010100,21,21120,21120510,25.0,0.0,,0.0
2023,라사58a48b,51,51730,5173034000,32,32520,32520340,76.0,0.0131,2484.0,0.013
2023,마바66b87b,47,47930,4793033000,37,37620,37620330,53.0,0.0,,0.0
2023,다바93a50b,43,43113,4311313600,33,33043,33043580,33.0,0.485,2355.0,0.0294
2023,다다41a75b,46,46890,4689035000,36,36660,36660350,167.0,0.0,,0.0
2023,다바40b32b,44,44790,4479031000,34,34550,34550310,35.0,0.0,,0.0
2023,라마11b22b,45,45190,4519047000,35,35050,35050430,71.0,0.0282,,0.0
2023,다라81a16b,46,46770,4677035000,36,36550,36550350,108.0,0.0,,0.0
2023,라바74b37b,47,47900,4790041000,37,37600,37600410,50.0,0.04,,0.0
2023,다아67b17b,41,41800,4180036000,31,31550,31550360,118.0,0.2796,,0.0
2023,라바77b42b,47,47900,4790040000,37,37600,37600400,46.0,0.0434,,0.0
2023,마바68a10b,47,47770,4777032000,37,37550,37550320,79.0,0.8356,,0.0
2023,다바23b33b,44,44800,4480025300,34,34560,34560120,4.0,0.0,,0.0
2023,마바08a26b,47,47730,4773031000,37,37520,37520310,21.0,0.0952,,0.0
2023,다마74b38b,45,45750,4575033000,35,35550,35550330,17.0,0.0,,0.0
2023,마바06b26a,47,47730,4773031000,37,37520,37520310,21.0,0.0,,0.0
2023,라바51b76b,43,43150,4315035000,33,33030,33030350,32.0,0.0633,,0.0
2023,라라70a28a,48,48220,4822035000,38,38050,38050340,17.0,0.0,,0.0
2023,다바97b86a,43,43770,4377034000,33,33570,33570340,19.0,0.0,,0.0
2023,다라97b68a,46,46150,4615032000,36,36030,36030380,49.0,0.0412,2022.0,0.2344
2023,라사48a37b,51,51130,5113031000,32,32020,32020310,33.0,0.0,,0.0
2023,라마88b20b,48,48740,4874039000,38,38530,38530390,3.0,0.0,,0.0
2023,다라33a91b,29,29200,2920013300,24,24050,24050518,32.0,0.7179,,0.0
2023,다바79a46b,36,36110,3611025000,29,29010,29010110,10.0,0.3,,0.0
2023,다마90b29b,45,45740,4574031000,35,35540,35540310,59.0,0.0,,0.0
2023,마마57b91a,47,47113,4711331000,37,37012,37012310,15.0,0.8666,1105.0,0.1176
2023,라마93b14b,48,48740,4874040000,38,38530,38530400,31.0,0.0,,0.0
2023,다라96a13a,46,46770,4677045000,36,36550,36550370,3.0,0.0,,0.0
2023,라바74a85a,43,43800,4380035000,33,33580,33580360,16.0,0.0,,0.0
2023,마사40b31a,51,51230,5123034000,32,32070,32070340,6.0,0.1631,,0.0
2023,라사41a74a,51,51720,5172031000,32,32510,32510310,11.0,0.0909,,0.0
2023,라사03a22b,41,41500,4150025300,31,31210,31210120,6.0,0.0,,0.0
2023,라마00a09b,45,45190,4519031000,35,35050,35050310,10.0,0.0,,0.0
2023,라라68b80b,48,48820,4882037000,38,38540,38540370,8.0,0.0,,0.0
2023,다라88b66a,46,46150,4615025000,36,36030,36030110,2.0,1.0,,0.0
2023,다바87b32b,36,36110,3611033000,29,29010,29010330,7.0,0.4274,,0.0
2023,다사94a46a,41,41830,4183034000,31,31580,31580340,3.0,0.0,,0.0
2023,다라77a43b,46,46770,4677041000,36,36550,36550430,1.0,0.0,,0.0
2023,라마29b38a,48,48870,4887036000,38,38580,38580360,2.0,0.0,,0.0
2023,다라44b90b,29,29170,2917012700,24,24040,24040780,1.0,0.0,,0.0
2023,마라45a89a,26,26470,2647010200,21,21130,21130620,710942.0,0.4958,739.0,0.0439
2023,마라50a93b,26,26350,2635010100,21,21090,21090720,351377.0,0.2804,424.0,0.2542
2023,다사57a51a,11,11140,1114016200,11,11020,11020720,2855539.0,0.1724,404.0,0.1004
2023,다사48b57b,11,11380,1138010400,11,11120,11120560,1.1702109E7,0.126,385.0,0.3103
2023,다사13b46a,28,28110,2811014800,23,23010,23010650,2092947.0,0.0786,717.0,0.008
2023,다사55a36b,41,41290,4129010900,31,31110,31110530,990974.0,0.3221,627.0,0.1607
2023,다사46a47a,11,11560,1156011200,11,11190,11190550,578703.0,0.3912,498.0,0.205
2023,다사53a22b,41,41111,4111113200,31,31011,31011550,4463915.0,0.2265,297.0,0.2889
2023,다사38a25a,41,41273,4127310800,31,31092,31092780,617953.0,0.3193,703.0,0.1553
2023,다사42b23b,41,41271,4127110200,31,31091,31091740,3140387.0,0.1806,316.0,0.2535
2023,다사48a34b,41,41171,4117110100,31,31041,31041520,136649.0,0.5074,717.0,0.0714
2023,다라43b85b,29,29140,2914011500,24,24020,24020560,347191.0,0.1239,502.0,0.257
2023,다사34b43b,41,41190,4119010900,31,31050,31050890,269726.0,0.2147,802.0,0.1291
2023,다사77b35a,41,41610,4161010500,31,31250,31250570,1072404.0,0.3077,472.0,0.3324
2023,다바65b69b,44,44133,4413310300,34,34012,34012580,19510.0,0.1366,1131.0,0.0357
2023,다사48b43a,11,11620,1162010200,11,11210,11210680,263138.0,0.7569,887.0,0.0378
2023,다사29b42b,28,28237,2823710200,23,23060,23060530,1994891.0,0.1587,173.0,0.2334
2023,다라98b62a,46,46150,4615012200,36,36030,36030620,596578.0,0.0581,1010.0,0.2112
2023,라마74a93b,47,47190,4719010300,37,37050,37050550,18508.0,0.3248,1447.0,0.1173
2023,다사46b56a,41,41281,4128113200,31,31101,31101670,120964.0,0.6271,1040.0,0.0281
2023,라라51b88b,48,48170,4817012700,38,38030,38030730,131376.0,0.0723,484.0,0.2353
2023,라사22a88b,51,51110,5111031000,32,32010,32010310,64064.0,0.1006,1154.0,0.0227
2023,다사42a25b,41,41271,4127110900,31,31091,31091580,281880.0,0.4303,912.0,0.0324
2023,다사37a68b,41,41285,4128511300,31,31103,31103600,167510.0,0.403,583.0,0.0775
2023,마마44a23b,31,31710,3171026500,26,26510,26510160,2364.0,0.1328,959.0,0.0073
2023,다사59a43a,11,11680,1168011800,11,11230,11230660,114408.0,0.3946,694.0,0.111
2023,다사56b60a,11,11305,1130510300,11,11090,11090750,469347.0,0.5422,702.0,0.0583
2023,다사64a41a,11,11680,1168011100,11,11230,11230760,255801.0,0.5354,590.0,0.1026
2023,마마05b61b,27,27260,2726012300,22,22060,22060720,160621.0,0.0611,36618.0,0.0039
2023,다바84b11b,30,30200,3020010100,25,25040,25040680,156754.0,0.2431,925.0,0.0399
2023,마라34b78b,26,26380,2638010400,21,21100,21100580,198240.0,0.4101,558.0,0.0492
2023,마마53b64b,47,47130,4713036000,37,37020,37020360,156989.0,0.0837,734.0,0.1405
2023,다사26a10a,41,41590,4159035000,31,31240,31240370,3988.0,0.692,991.0,0.0018
2023,다바37a28a,44,44790,4479025000,34,34550,34550110,68307.0,0.0124,1474.0,0.0089
2023,다사65a42a,11,11680,1168011200,11,11230,11230760,96919.0,0.8347,537.0,0.0648
2023,다사47a37b,11,11545,1154510300,11,11180,11180590,39876.0,0.2269,468.0,0.5788
2023,다사87a56a,41,41830,4183035000,31,31580,31580350,46302.0,0.3376,523.0,0.3249
2023,마마58b28a,31,31140,3114010100,26,26020,26020590,88355.0,0.1252,638.0,0.0512
2023,마마51b13a,48,48330,4833011500,38,38100,38100540,138840.0,0.2926,1090.0,0.0107
2023,다마31a76a,45,45130,4513013600,35,35020,35020660,18098.0,0.0685,1783.0,0.1258
2023,마라07a84b,48,48129,4812913900,38,38115,38115560,62673.0,0.1123,537.0,0.2319
2023,다사60a16b,41,41117,4111710100,31,31014,31014650,67371.0,0.2102,1051.0,0.063
2023,다바48a82a,41,41220,4122037000,31,31070,31070370,2409.0,0.2711,1628.0,0.0012
2023,다사65a30b,41,41135,4113510300,31,31023,31023770,105445.0,0.946,921.0,0.0096
2023,다사19b56b,41,41570,4157025600,31,31230,31230130,25986.0,0.5484,799.0,0.0119
2023,다사78b35a,41,41610,4161010300,31,31250,31250550,131349.0,0.4996,580.0,0.1266
2023,다사31b27a,41,41390,4139013200,31,31150,31150610,27518.0,0.9103,1033.0,0.0162
2023,다나04b72a,50,50130,5013011600,39,39020,39020600,63592.0,0.135,1082.0,0.0176
2023,다사28a25a,41,41390,4139013200,31,31150,31150610,65837.0,0.5807,1185.0,0.0081
2023,다바89a20b,30,30200,3020012700,25,25040,25040550,54263.0,0.3912,564.0,0.2585
2023,다사67b17a,41,41463,4146310600,31,31192,31192660,70202.0,0.5556,853.0,0.0277
2023,마라19b79a,48,48129,4812916400,38,38115,38115650,71489.0,0.0985,986.0,0.0171
2023,다사41a26a,41,41273,4127310100,31,31092,31092750,83085.0,0.4466,894.0,0.021
2023,다사51b17b,41,41113,4111313500,31,31012,31012660,141414.0,0.4542,930.0,0.0187
2023,라바96b43a,47,47170,4717025000,37,37040,37040110,5019.0,0.1481,511.0,0.186
2023,다바59b85a,41,41220,4122025000,31,31070,31070110,93806.0,0.3023,1783.0,0.0011
2023,다사45b53a,11,11440,1144012700,11,11140,11140740,19572.0,0.9257,979.0,0.0148
2023,마바75a62a,47,47930,4793025300,37,37620,37620120,1884.0,0.0,,0.0
2023,다사50b34a,41,41173,4117310100,31,31042,31042530,28421.0,0.784,1435.0,0.0083
2023,마라31b82b,26,26440,2644010200,21,21120,21120520,10547.0,0.6072,1212.0,6.0E-4
2023,다사03a65a,28,28710,2871035000,23,23510,23510350,635.0,0.1244,,0.0
2023,다사68a75a,41,41650,4165025000,31,31270,31270110,1045.0,0.5339,536.0,0.0385
2023,다사38a64a,41,41285,4128510700,31,31103,31103540,64435.0,0.4142,816.0,0.061
2023,다사35b24a,41,41273,4127310600,31,31092,31092660,30863.0,0.8913,1264.0,0.0013
2023,다사62b04b,41,41370,4137010300,31,31140,31140520,5116.0,0.0133,127.0,0.001
2023,마마57a86a,47,47130,4713037000,37,37020,37020370,4329.0,0.1142,1238.0,0.0301
2023,다바83b48b,43,43113,4311325000,33,33043,33043110,7257.0,0.1753,1213.0,0.0018
2023,다사44a63b,41,41281,4128110200,31,31101,31101520,3966.0,0.8421,2203.0,0.0181
2023,라마79b79b,47,47850,4785036000,37,37590,37590360,1205.0,0.0605,1371.0,0.0422
2023,다바92b55a,43,43113,4311332000,33,33043,33043320,8246.0,0.2388,1065.0,0.0161
2023,다라48b89a,29,29170,2917011200,24,24040,24040650,3692.0,0.106,749.0,0.0197
2023,마사29b12a,51,51190,5119010900,32,32050,32050530,1058.0,0.1475,2562.0,0.0231
2023,마바69a77a,47,47930,4793040000,37,37620,37620400,125.0,0.0,,0.0
2023,마마56b98b,47,47113,4711331000,37,37012,37012310,590.0,0.822,,0.0
2023,라사05b20a,41,41670,4167034500,31,31280,31280390,2310.0,0.0987,1534.0,0.0013
2023,마마14a19b,48,48270,4827036000,38,38080,38080360,3419.0,0.0,,0.0
2023,다사22b55a,28,28260,2826011900,23,23080,23080840,1145.0,0.3434,1391.0,0.0255
2023,다사08a68b,28,28710,2871032000,23,23510,23510320,2224.0,0.1794,758.0,0.0133
2023,다바76b83a,41,41550,4155034000,31,31220,31220340,1567.0,0.0957,,0.0
2023,다사39a04b,41,41590,4159037000,31,31240,31240390,1308.0,0.4037,973.0,0.0158
2023,다마71a68a,45,45710,4571025600,35,35510,35510130,1366.0,0.2321,,0.0
