DATA_STRD_YR,LTTC_ID,CTPR_CD,SIGNGU_CD,LEGALDONG_CD,CENSUS_BNDR_CTPR_CD,CENSUS_BNDR_SIGNGU_CD,CENSUS_BNDR_EMD_CD,TKCAR_TRFC_QTY,AVE_TRAF_NMTM,AVE_TRAF_WAIT_TM,PBTS_TRAF_TRFC_RATE
2023,다바83b17b,30,30200,3020011200,25,25040,25040640,355594.0,0.1481,114.0,0.4984
2023,다사21b42a,28,28110,2811013800,23,23010,23010670,3152950.0,0.1437,344.0,0.2329
2023,마라42b89b,26,26470,2647010100,21,21130,21130510,1787832.0,0.1434,411.0,0.1173
2023,다사29a38a,28,28177,2817710600,23,23090,23090730,4260616.0,0.1299,445.0,0.2794
2023,다바68b69a,44,44131,4413111800,34,34011,34011590,150032.0,0.088,819.0,0.131
2023,다사73b50a,41,41450,4145010800,31,31180,31180560,1602629.0,0.1156,383.0,0.0807
2023,다사29a39a,28,28200,2820010100,23,23050,23050530,3715233.0,0.1669,450.0,0.0675
2023,다사43b50a,11,11500,1150010200,11,11160,11160530,4406327.0,0.1249,452.0,0.1351
2023,다사36a62a,41,41285,4128510500,31,31103,31103560,1282225.0,0.1247,521.0,0.1837
2023,다사65b58b,41,41310,4131010100,31,31120,31120510,311542.0,0.7216,777.0,0.0393
2023,다사65b61a,41,41360,4136011100,31,31130,31130570,384528.0,0.5245,958.0,0.0599
2023,다사45a39a,41,41210,4121010400,31,31060,31060660,617376.0,0.3953,769.0,0.1189
2023,다사61b52a,11,11230,1123010600,11,11060,11060870,1152945.0,0.8022,739.0,0.0468
2023,마라37b81a,26,26140,2614010600,21,21020,21020570,207585.0,0.3254,509.0,0.1779
2023,다사61a72a,41,41150,4115010900,31,31030,31030600,244812.0,0.3364,615.0,0.091
2023,다바78a33a,36,36110,3611011000,29,29010,29010515,313325.0,0.5023,636.0,0.0748
2023,다사29a38b,28,28200,2820010100,23,23050,23050530,3349859.0,0.095,593.0,0.3164
2023,다사48a53a,11,11410,1141011900,11,11130,11130720,1121389.0,0.5778,767.0,0.0587
2023,라라17a62a,46,46230,4623010700,36,36060,36060530,124646.0,0.0993,1388.0,0.0179
2023,다사57b43a,11,11650,1165010800,11,11220,11220510,449621.0,0.6263,885.0,0.043
2023,라라92b95a,48,48127,4812725000,38,38114,38114110,75568.0,0.1442,685.0,0.0866
2023,다사60a70a,41,41150,4115010100,31,31030,31030690,328029.0,0.5454,1048.0,0.0353
2023,다사40b12b,41,41590,4159026200,31,31240,31240150,109848.0,0.6624,721.0,0.0872
2023,다사48b60a,11,11380,1138011400,11,11120,11120710,398830.0,0.5183,606.0,0.1411
2023,마마54a32a,31,31710,3171025900,26,26510,26510140,14917.0,0.1017,455.0,0.2501
2023,마마51b04b,26,26710,2671025600,21,21510,21510130,419332.0,0.3125,1012.0,0.0391
2023,다사65a31a,41,41135,4113510300,31,31023,31023770,113110.0,0.8097,750.0,0.0281
2023,다사53b19b,41,41113,4111313100,31,31012,31012560,675100.0,0.3712,543.0,0.1555
2023,다사67b37b,41,41131,4113110300,31,31021,31021580,146540.0,0.4312,659.0,0.0721
2023,다마68b56b,45,45111,4511112500,35,35011,35011600,53745.0,0.1876,955.0,0.0077
2023,라라13a40b,46,46130,4613013000,36,36020,36020650,59188.0,0.1732,914.0,0.0757
2023,다사74a14b,41,41461,4146110100,31,31191,31191510,261003.0,0.0898,720.0,0.2997
2023,다사62a50b,11,11215,1121510900,11,11050,11050540,706242.0,0.4318,619.0,0.1018
2023,다라37b88a,29,29200,2920012300,24,24050,24050517,126241.0,0.2244,536.0,0.05
2023,다라02a58a,46,46840,4684033000,36,36620,36620330,16860.0,0.1353,882.0,0.0024
2023,다바95b14b,30,30110,3011010900,25,25010,25010570,173790.0,0.501,1311.0,0.0256
2023,마라43a76b,26,26200,2620012100,21,21040,21040650,889763.0,0.2726,529.0,0.1819
2023,마라03b96b,48,48121,4812110500,38,38111,38111530,289679.0,0.1811,729.0,0.0173
2023,다사30b44b,28,28237,2823710100,23,23060,23060510,281825.0,0.6054,1098.0,0.0196
2023,마마64a16b,31,31710,3171025000,26,26510,26510110,92919.0,0.1517,1196.0,0.0441
2023,다사53b68b,41,41630,4163034000,31,31260,31260340,63636.0,0.4323,772.0,0.257
2023,다바47b90b,41,41220,4122025300,31,31070,31070120,33824.0,0.1919,969.0,0.0245
2023,다사71a35b,41,41133,4113310800,31,31022,31022610,9039.0,0.2671,468.0,0.5448
2023,다사70a65a,41,41360,4136025300,31,31130,31130120,21289.0,0.516,855.0,0.0574
2023,다사61a20a,41,41117,4111710400,31,31014,31014630,12767.0,0.7768,1540.0,0.0211
2023,다바92b12b,30,30140,3014011000,25,25020,25020580,40277.0,0.5833,2511.0,0.0132
2023,다라40b84a,29,29140,2914012000,24,24020,24020660,275203.0,0.1725,828.0,0.03
2023,다사25a36a,28,28185,2818510100,23,23040,23040510,142045.0,0.4241,875.0,0.0356
2023,다사44b42b,11,11545,1154510100,11,11180,11180510,110168.0,0.5825,835.0,0.0316
2023,마마67b79a,47,47111,4711125300,37,37011,37011120,663.0,0.1404,549.0,0.0236
2023,다사64b25b,41,41465,4146510100,31,31193,31193510,28852.0,0.7763,1338.0,0.0164
2023,마라22a89b,48,48250,4825011300,38,38070,38070560,3862.0,0.1087,2492.0,0.001
2023,다사37a40b,41,41390,4139010100,31,31150,31150510,19822.0,0.4424,831.0,0.0588
2023,다사36a66b,41,41287,4128710300,31,31104,31104512,12418.0,0.1482,780.0,0.0344
2023,다사48b75a,41,41480,4148035000,31,31200,31200350,2376.0,0.7218,645.0,0.0133
2023,다사65b08b,41,41590,4159013500,31,31240,31240691,53397.0,0.4023,891.0,0.0266
2023,마라46b83b,26,26500,2650010500,21,21140,21140510,37958.0,0.263,1351.0,0.0388
2023,다라04a46b,46,46110,4611016400,36,36010,36010770,147674.0,0.0843,839.0,0.0137
2023,다사46b03b,41,41590,4159025900,31,31240,31240140,50272.0,0.5459,863.0,0.0157
2023,마마74a26a,31,31170,3117010400,26,26030,26030550,46363.0,0.0439,1011.0,0.0112
2023,다바65b78b,44,44133,4413325000,34,34012,34012110,15932.0,0.1584,1302.0,0.0051
2023,다바70b87a,41,41550,4155025000,31,31220,31220110,4470.0,0.526,2436.0,7.0E-4
2023,마마68b30b,31,31200,3120012100,26,26040,26040560,50761.0,0.1172,643.0,0.0848
2023,마마44b25a,31,31710,3171026500,26,26510,26510160,10375.0,0.1602,1710.0,0.0012
2023,다마42b70b,45,45130,4513035000,35,35020,35020350,673.0,0.2242,,0.0
2023,마마00a00a,48,48121,4812131000,38,38111,38111310,4631.0,0.3638,930.0,0.018
2023,다라02b46a,46,46110,4611016400,36,36010,36010770,15991.0,0.06,1083.0,0.0108
2023,다사38a33a,41,41390,4139011900,31,31150,31150700,17821.0,0.3737,1000.0,0.0517
2023,라바74b01b,47,47190,4719025300,37,37050,37050120,38809.0,0.2269,990.0,0.0681
2023,마마71a73a,47,47111,4711125600,37,37011,37011130,6488.0,0.1553,952.0,0.0096
2023,마마46b31a,31,31710,3171025300,26,26510,26510120,81732.0,0.1342,1238.0,0.0333
2023,나라99a45a,46,46110,4611010100,36,36010,36010520,67640.0,0.028,754.0,0.027
2023,다사70a54b,41,41310,4131010500,31,31120,31120580,1874.0,0.2183,1176.0,0.01
2023,다마52b69a,45,45140,4514012500,35,35030,35030570,2365.0,0.3753,1122.0,0.0059
2023,마라09a82a,48,48129,4812914500,38,38115,38115620,9417.0,0.1715,1002.0,0.0216
2023,마사19b78a,51,51150,5115013400,32,32030,32030670,9124.0,0.1554,583.0,0.0644
2023,다사73a48b,41,41450,4145010800,31,31180,31180540,16211.0,0.343,1197.0,0.0058
2023,다라47a94b,29,29170,2917013400,24,24040,24040810,6277.0,0.3253,846.0,0.0029
2023,다사66b01b,41,41461,4146125900,31,31191,31191140,245.0,0.3347,,0.0
2023,다나12a99a,50,50110,5011011800,39,39010,39010630,1863.0,0.2056,1005.0,0.0215
2023,다사56b89b,41,41630,4163031000,31,31260,31260310,20654.0,0.4087,791.0,0.032
2023,다바69a31b,44,44150,4415012100,34,34020,34020590,2906.0,0.2557,3435.0,0.0014
2023,마사36a08b,51,51190,5119011200,32,32050,32050520,5280.0,0.0216,1287.0,0.0557
2023,다바76b91b,41,41550,4155035000,31,31220,31220350,2350.0,0.3136,1165.0,0.0261
2023,마라17b89b,48,48250,4825012800,38,38070,38070620,41495.0,0.1515,1233.0,0.0026
2023,라아80b45b,51,51820,5182025300,32,32600,32600120,853.0,0.2954,,0.0
2023,라사24a56b,51,51720,5172036000,32,32510,32510360,5533.0,0.009,2330.0,0.0107
2023,다아72a02a,41,41650,4165035000,31,31270,31270350,5254.0,0.536,840.0,0.0501
2023,마사02b63a,51,51760,5176038000,32,32540,32540370,22.0,0.0,,0.0
2023,다나11b75a,50,50130,5013010600,39,39020,39020580,13896.0,0.2071,1446.0,0.0169
2023,다바57b62a,44,44200,4420010900,34,34040,34040560,3338.0,0.1636,1344.0,0.0077
2023,다사54b13b,41,41590,4159012300,31,31240,31240560,26238.0,0.5338,1562.0,0.0047
2023,다사44b26b,41,41271,4127110700,31,31091,31091570,414.0,0.099,,0.0
2023,라라85b75b,48,48125,4812534000,38,38113,38113340,1150.0,0.3714,,0.0
2023,마마16b00b,48,48250,4825034000,38,38070,38070340,10787.0,0.0131,892.0,0.007
2023,라바13a21b,43,43730,4373033000,33,33530,33530330,874.0,0.0,,0.0
2023,다바69a57a,36,36110,3611039000,29,29010,29010390,1766.0,0.1761,1392.0,0.0106
2023,마마49b60a,47,47130,4713011600,37,37020,37020590,2650.0,0.1359,642.0,0.095
2023,다사29b26a,41,41390,4139013200,31,31150,31150610,6071.0,0.5673,1459.0,0.0018
2023,다바71b75b,44,44133,4413325300,34,34012,34012120,17041.0,0.2201,1466.0,0.0121
2023,라라27b83a,48,48850,4885040000,38,38560,38560410,110.0,0.0,,0.0
2023,다사32b82a,41,41480,4148032000,31,31200,31200320,2269.0,0.4125,2482.0,0.0018
2023,나라96b43a,46,46110,4611015400,36,36010,36010650,13714.0,0.1801,1058.0,0.0256
2023,다사74b17a,41,41461,4146110500,31,31191,31191530,18109.0,0.17,935.0,0.1862
2023,다바91a32b,43,43112,4311232000,33,33042,33042320,1674.0,0.3029,3215.0,0.0018
2023,마라03b97b,48,48121,4812125000,38,38111,38111110,7257.0,0.4061,434.0,0.0628
2023,라마55a88a,47,47150,4715011900,37,37030,37030550,3295.0,0.3959,1434.0,0.0185
2023,다사76a21a,41,41461,4146125000,31,31191,31191110,5864.0,0.3151,679.0,0.008
2023,나라74a41b,46,46910,4691040000,36,36680,36680400,1314.0,0.0076,793.0,0.0053
2023,라라38b47a,48,48840,4884031000,38,38550,38550310,1108.0,0.0,,0.0
2023,라사30a54b,51,51720,5172036000,32,32510,32510360,7615.0,0.0083,1799.0,0.0014
2023,라아91b21b,51,51210,5121010700,32,32060,32060570,1465.0,0.0908,,0.0
2023,다사78a03a,41,41550,4155036000,31,31220,31220360,1560.0,0.193,988.0,6.0E-4
2023,마마58b08b,26,26710,2671025300,21,21510,21510120,4274.0,0.1905,3424.0,9.0E-4
2023,라마49a74b,47,47150,4715042000,37,37030,37030410,238.0,0.1176,1607.0,0.0126
2023,다사06b77b,28,28710,2871039000,23,23510,23510390,171.0,0.1812,,0.0
2023,마사32a06a,51,51190,5119010100,32,32050,32050540,2330.0,0.0026,643.0,0.0025
2023,마마23a30b,48,48270,4827034000,38,38080,38080340,672.0,0.0,,0.0
2023,다사31b23a,,,,31,31092,31092660,756.0,0.8608,1772.0,0.0013
2023,다바66a72a,44,44133,4413310500,34,34012,34012610,6606.0,0.1984,1147.0,0.0956
2023,마바66a99b,47,47930,4793031000,37,37620,37620310,661.0,0.0,,0.0
2023,라라25b30b,46,46130,4613025000,36,36020,36020110,1096.0,0.5137,2108.0,0.0018
2023,마라28a91a,26,26440,2644010600,21,21120,21120550,4199.0,0.5754,2272.0,0.0038
2023,다사71b79a,41,41650,4165033000,31,31270,31270330,5504.0,0.4513,323.0,0.0013
2023,다아75b20a,51,51780,5178025900,32,32560,32560140,706.0,0.0142,,0.0
2023,마마63a90a,47,47113,4711325000,37,37012,37012110,710.0,0.4214,1575.0,0.0014
2023,다나32a79a,50,50130,5013025300,39,39020,39020120,1588.0,0.1165,288.0,0.0044
2023,라마13a14a,45,45190,4519046000,35,35050,35050450,1542.0,0.0091,,0.0
2023,라라26a61a,48,48850,4885042000,38,38560,38560370,462.0,0.0,,0.0
2023,다사25a66a,41,41570,4157036000,31,31230,31230360,4310.0,0.3851,969.0,0.0028
2023,마사37b45a,51,51170,5117012600,32,32040,32040650,3617.0,0.1129,,0.0
2023,라사30b27a,51,51130,5113033000,32,32020,32020330,220.0,0.4949,,0.0
2023,라라74b57a,48,48220,4822033000,38,38050,38050320,2093.0,0.305,2851.0,0.0043
2023,다사81b59a,41,41360,4136025600,31,31130,31130111,5896.0,0.4252,289.0,0.0062
2023,라라10a34a,46,46130,4613033000,36,36020,36020330,1258.0,0.2638,1448.0,0.0172
2023,다사54a14b,41,41590,4159012400,31,31240,31240560,3259.0,0.2762,653.0,0.4944
2023,다사07b77b,28,28710,2871039000,23,23510,23510390,929.0,0.2455,,0.0
2023,라마26b81b,43,43740,4374037000,33,33540,33540370,336.0,0.0,,0.0
2023,다라79a22a,46,46770,4677025000,36,36550,36550110,4377.0,0.0,,0.0
2023,마마76a54a,47,47130,4713031500,37,37020,37020390,608.0,0.3454,846.0,0.0082
2023,다사41b59a,41,41281,4128112300,31,31101,31101630,1326.0,0.9382,1237.0,0.0112
2023,라라06a60b,46,46230,4623025000,36,36060,36060110,4527.0,0.1787,1685.0,4.0E-4
2023,다사34b87a,41,41480,4148025000,31,31200,31200110,1322.0,0.211,1382.0,0.0023
2023,다바47b68a,44,44200,4420041000,34,34040,34040400,3075.0,0.255,2434.0,0.001
2023,라라76a88b,48,48170,4817037000,38,38030,38030360,640.0,0.1734,,0.0
2023,마마67b18b,31,31710,3171025000,26,26510,26510110,2004.0,0.275,712.0,0.006
2023,마마66b20a,31,31710,3171025000,26,26510,26510110,2306.0,0.02,550.0,0.0017
2023,마라34a84a,26,26530,2653010500,21,21150,21150650,2834.0,0.479,1369.0,0.0063
2023,다바83b64b,44,44131,4413136000,34,34011,34011360,1288.0,0.6901,1680.0,8.0E-4
2023,마사14a28a,51,51770,5177036000,32,32550,32550360,1081.0,0.0028,,0.0
2023,다마23a48b,45,45800,4580040000,35,35580,35580400,234.0,0.0,,0.0
2023,다다14b00b,50,50110,5011011600,39,39010,39010620,3746.0,0.3043,1249.0,0.0505
2023,라라79a54b,48,48220,4822033000,38,38050,38050320,700.0,0.676,,0.0
2023,나사96b67b,28,28710,2871041000,23,23510,23510410,668.0,0.1738,936.0,0.003
2023,라라15b46b,46,46130,4613014300,36,36020,36020690,513.0,0.3277,2208.0,0.0019
2023,라사04b22b,41,41670,4167032000,31,31280,31280330,601.0,0.1348,447.0,0.0089
2023,라사44b48a,51,51730,5173036000,32,32520,32520360,329.0,0.0,,0.0
2023,마마34a07b,48,48330,4833032000,38,38100,38100320,1047.0,0.3524,3419.0,0.0019
2023,다사74a08b,41,41461,4146125600,31,31191,31191130,217.0,0.576,1130.0,0.0046
2023,마바68b86b,47,47930,4793033000,37,37620,37620330,1972.0,0.0,,0.0
2023,다바43b60a,44,44200,4420040000,34,34040,34040390,343.0,0.1487,867.0,0.0144
2023,마바68a02b,47,47113,4711332000,37,37012,37012320,603.0,0.1978,4804.0,0.0017
2023,다나24a87b,50,50130,5013032000,39,39020,39020320,616.0,0.1559,741.0,0.0128
2023,다아70a28b,51,51780,5178025000,32,32560,32560110,997.0,0.003,,0.0
2023,마바08b29b,47,47730,4773031000,37,37520,37520310,694.0,0.167,,0.0
2023,마라30b93b,48,48250,4825037000,38,38070,38070370,1294.0,0.5959,2249.0,0.0129
2023,라라34a60b,48,48840,4884038000,38,38550,38550380,1483.0,0.0,,0.0
2023,다사45a34a,41,41171,4117110300,31,31041,31041640,101.0,0.4078,1065.0,0.0982
2023,라바66b60b,47,47280,4728034000,37,37090,37090340,551.0,0.0527,,0.0
2023,다사56b08a,41,41370,4137011500,31,31140,31140550,971.0,0.9551,954.0,0.001
2023,마사22a72a,51,51150,5115011600,32,32030,32030610,1619.0,0.2008,,0.0
2023,라바61a97a,43,43150,4315031000,33,33030,33030310,331.0,0.2298,854.0,0.003
2023,다마53b60a,45,45210,4521034000,35,35060,35060330,333.0,0.54,,0.0
2023,마바22a64b,47,47170,4717042000,37,37040,37040420,801.0,0.1201,,0.0
2023,다마98b10b,45,45190,4519031000,35,35050,35050310,611.0,0.0458,,0.0
2023,라바94a42b,47,47170,4717025000,37,37040,37040110,302.0,0.1987,1629.0,0.029
2023,다나17a74b,50,50130,5013010900,39,39020,39020550,1486.0,0.251,1380.0,0.012
2023,다라75a65a,46,46150,4615036000,36,36030,36030320,397.0,0.2671,,0.0
2023,라마74a04a,48,48730,4873033000,38,38520,38520330,167.0,0.0,,0.0
2023,다사55a84a,41,41630,4163032000,31,31260,31260320,741.0,0.5533,1128.0,0.0133
2023,마마22a24b,48,48270,4827035000,38,38080,38080350,709.0,0.0,,0.0
2023,다나32b80a,50,50130,5013032000,39,39020,39020320,308.0,0.4508,1225.0,0.0253
2023,라마14a24a,48,48870,4887040000,38,38580,38580400,249.0,0.0,,0.0
2023,다사03b59b,28,28710,2871034000,23,23510,23510340,482.0,0.1391,1320.0,0.0082
2023,라마46a75b,47,47150,4715042000,37,37030,37030410,223.0,0.4361,1873.0,0.0048
2023,라사58a28a,51,51730,5173038000,32,32520,32520380,600.0,0.0167,,0.0
2023,라마43a75a,47,47150,4715043000,37,37030,37030420,143.0,0.3704,,0.0
2023,마사62a12a,51,51230,5123025300,32,32070,32070120,52.0,0.1154,,0.0
2023,라라50a97a,48,48170,4817044000,38,38030,38030430,431.0,0.0975,,0.0
2023,라사12a53b,41,41830,4183036000,31,31580,31580360,1256.0,0.0374,,0.0
2023,라라60b98a,48,48170,4817040000,38,38030,38030390,671.0,0.3533,860.0,0.0015
2023,다바20b19a,44,44180,4418010200,34,34030,34030510,7.0,0.0,,0.0
2023,라바66b48a,47,47280,4728032000,37,37090,37090320,93.0,0.0432,,0.0
2023,마마56b41a,31,31710,3171036000,26,26510,26510360,781.0,0.5045,,0.0
2023,다마47a66a,45,45210,4521038000,35,35060,35060360,394.0,0.0634,1755.0,0.015
2023,다바37b99b,41,41590,4159025600,31,31240,31240130,416.0,0.1226,,0.0
2023,다라40b00a,46,46890,4689033000,36,36660,36660330,306.0,0.0,,0.0
2023,다바70b87b,41,41550,4155025000,31,31220,31220110,24.0,0.3333,1627.0,0.04
2023,마사20a35b,51,51770,5177035000,32,32550,32550350,557.0,0.0449,,0.0
2023,라바03a22a,30,30110,3011013500,25,25010,25010730,404.0,0.1906,853.0,0.0025
2023,라사16b09b,41,41670,4167031000,31,31280,31280310,673.0,0.2036,,0.0
2023,라사07b04a,41,41500,4150025000,31,31210,31210110,266.0,0.2256,,0.0
2023,라마79b05b,48,48720,4872036000,38,38510,38510360,57.0,0.0877,,0.0
2023,라바97b87a,47,47210,4721038000,37,37060,37060380,58.0,0.1032,3466.0,0.0169
2023,마바10b45b,47,47170,4717031000,37,37040,37040310,100.0,0.3596,3020.0,0.0196
2023,다라89a45b,46,46780,4678025300,36,36560,36560120,368.0,0.1824,,0.0
2023,다바88a90b,41,41550,4155032000,31,31220,31220320,232.0,0.1724,,0.0
2023,다마99a88b,44,44710,4471025000,34,34510,34510110,39.0,0.0,,0.0
2023,마마54a24a,31,31710,3171034000,26,26510,26510340,83.0,0.229,,0.0
2023,다라26b45b,46,46830,4683025000,36,36610,36610110,68.0,0.0,,0.0
2023,라사47a89a,51,51720,5172032000,32,32510,32510320,275.0,0.0,,0.0
2023,다바11b44a,44,44800,4480037000,34,34560,34560370,189.0,0.0,,0.0
2023,마마73a49b,47,47130,4713032000,37,37020,37020320,359.0,0.3512,,0.0
2023,라바59a26b,47,47250,4725012900,37,37080,37080540,142.0,0.2112,1564.0,0.007
2023,다라80a51b,46,46780,4678025300,36,36560,36560120,125.0,0.304,,0.0
2023,라사41b63b,51,51720,5172035200,32,32510,32510400,27.0,0.0,,0.0
2023,다바61b63a,44,44200,4420025300,34,34040,34040120,341.0,0.1292,362.0,0.0606
2023,다바63a99b,41,41220,4122031000,31,31070,31070310,135.0,0.3703,329.0,0.0074
2023,라사69b16a,51,51750,5175036000,32,32530,32530360,128.0,0.0,,0.0
2023,라바14a49b,43,43111,4311132000,33,33041,33041320,22.0,0.0459,710.0,0.1112
2023,라바71b48b,47,47900,4790038000,37,37600,37600380,103.0,0.0291,,0.0
2023,다라78b63a,46,46150,4615036000,36,36030,36030320,325.0,0.2679,1285.0,0.0887
2023,라라36b74a,48,48850,4885037000,38,38560,38560380,8.0,0.0,,0.0
2023,라라28b81b,48,48850,4885034000,38,38560,38560340,164.0,0.0,,0.0
2023,라사02a42b,41,41830,4183025000,31,31580,31580110,121.0,0.0083,1668.0,0.0017
2023,라아22b11a,51,51790,5179025000,32,32570,32570110,132.0,0.0,,0.0
2023,다마24a69a,45,45130,4513025000,35,35020,35020110,134.0,0.0671,2047.0,0.0219
2023,라아76a29b,51,51820,5182025000,32,32600,32600110,133.0,0.1124,,0.0
2023,라바60b33a,47,47250,4725032500,37,37080,37080480,14.0,0.0,,0.0
2023,라바94b43b,47,47170,4717025000,37,37040,37040110,56.0,0.0355,1585.0,0.1119
2023,마마61b75a,47,47130,4713037000,37,37020,37020370,295.0,0.1901,,0.0
2023,다바43b95b,41,41590,4159037000,31,31240,31240390,175.0,0.3486,1731.0,0.0057
2023,다마57b87a,45,45140,4514037000,35,35030,35030370,33.0,0.0,,0.0
2023,다사72b96b,41,41650,4165035000,31,31270,31270350,121.0,0.3884,,0.0
2023,다마82a69a,45,45710,4571040000,35,35510,35510400,161.0,1.0062,,0.0
2023,라마55b87b,47,47150,4715011900,37,37030,37030550,237.0,0.1814,2899.0,0.0042
2023,라라12b94b,48,48850,4885031000,38,38560,38560310,193.0,0.0,,0.0
2023,다마52b62a,45,45210,4521034000,35,35060,35060330,76.0,0.0,,0.0
2023,다마40b65b,45,45210,4521039000,35,35060,35060370,166.0,0.0663,,0.0
2023,라사41a42a,51,51730,5173025000,32,32520,32520110,74.0,0.0,,0.0
2023,다바93b25a,30,30230,3023011700,25,25050,25050600,52.0,0.3077,3055.0,0.0189
2023,라라82b96a,48,48730,4873025000,38,38520,38520110,22.0,0.0909,,0.0
2023,다바32b61b,44,44810,4481038000,34,34570,34570380,27.0,0.0,,0.0
2023,다사57b74a,41,41150,4115011100,31,31030,31030640,14.0,1.2143,116.0,0.0667
2023,다라71b16a,46,46770,4677032000,36,36550,36550320,10.0,0.0,,0.0
2023,마마56b85a,47,47130,4713037000,37,37020,37020370,55.0,0.1102,,0.0
2023,다마79a40b,45,45750,4575033000,35,35550,35550330,14.0,0.0,,0.0
2023,마바07a52b,47,47170,4717032000,37,37040,37040320,43.0,0.2332,123.0,0.0227
2023,다다30a92a,46,46890,4689025000,36,36660,36660110,11.0,0.0,,0.0
2023,마바09b05b,47,47730,4773036000,37,37520,37520360,48.0,0.1896,,0.0
2023,라라53b77a,48,48240,4824025000,38,38060,38060110,3.0,0.0,,0.0
2023,라사21b73a,51,51110,5111032000,32,32010,32010320,2.0,0.0,,0.0
2023,나다89a52b,50,50110,5011032000,39,39010,39010320,90.0,0.0,,0.0
2023,다라67a50b,46,46780,4678033000,36,36560,36560330,17.0,0.0,,0.0
2023,라라81a52a,48,48220,4822011200,38,38050,38050620,19.0,0.0526,,0.0
2023,다라55a36b,46,46780,4678040000,36,36560,36560400,49.0,0.7959,,0.0
2023,다마53a61a,45,45210,4521034000,35,35060,35060330,17.0,0.0,,0.0
2023,라사67a15a,51,51750,5175036000,32,32530,32530360,49.0,0.0,,0.0
2023,마바69a54a,47,47930,4793036000,37,37620,37620360,20.0,0.0,,0.0
2023,라마95b33b,48,48740,4874032000,38,38530,38530320,15.0,0.0,,0.0
2023,다바86b33b,36,36110,3611034000,29,29010,29010340,15.0,0.2001,,0.0
2023,라라44b75b,48,48240,4824035000,38,38060,38060350,5.0,0.0,,0.0
2023,마바68b02b,47,47113,4711332000,37,37012,37012320,1.0,0.0,1278.0,0.4
2023,라사24b70a,51,51720,5172038000,32,32510,32510380,9.0,0.1111,,0.0
2023,다마22b08b,45,45790,4579037000,35,35570,35570370,11.0,0.0,,0.0
2023,라바55b60a,47,47280,4728025000,37,37090,37090110,7.0,0.0,,0.0
2023,다라33a35b,46,46810,4681037000,36,36590,36590380,1.0,0.0,,0.0
2023,라바72a70a,43,43800,4380031000,33,33580,33580320,2.0,0.5,,0.0
2023,다라29a26b,46,46810,4681025000,36,36590,36590110,1.0,0.0,,0.0
2023,라바87b19b,47,47730,4773043000,37,37520,37520430,2.0,0.0,,0.0
2023,다마32a33b,45,45180,4518034000,35,35040,35040340,3.0,0.0,,0.0
2023,다사59a69a,41,41150,4115010200,31,31030,31030650,0.0,,811.0,1.0
2023,다라37b29b,46,46810,4681031000,36,36590,36590310,1.0,0.0,,0.0
2023,다사38a22a,41,41273,4127310700,31,31092,31092660,1.0,0.0,,0.0
2023,다사26b33b,28,28185,2818510500,23,23040,23040580,1445324.0,0.1402,307.0,0.5408
2023,다사67a30b,41,41135,4113510500,31,31023,31023510,442805.0,0.5353,636.0,0.0487
2023,다라43a87a,29,29170,2917010900,24,24040,24040600,440446.0,0.149,417.0,0.2863
2023,다사44b47a,11,11470,1147010200,11,11150,11150510,8754139.0,0.1718,418.0,0.1768
2023,다사60b63a,11,11350,1135010500,11,11110,11110720,599039.0,0.3216,584.0,0.2734
2023,다사42b51b,11,11500,1150010400,11,11160,11160650,7388171.0,0.1438,349.0,0.1181
2023,다사57a49b,11,11200,1120011300,11,11040,11040730,2880840.0,0.1563,276.0,0.2053
2023,다사56a51b,11,11140,1114014700,11,11020,11020590,1808338.0,0.2723,483.0,0.1902
2023,마사32a08a,51,51190,5119010100,32,32050,32050540,27487.0,0.0062,1255.0,0.0185
2023,다바84b48a,43,43113,4311325000,33,33043,33043110,61695.0,0.1484,1309.0,0.0174
2023,라라96b88a,48,48125,4812515800,38,38113,38113540,560452.0,0.0853,429.0,0.1898
2023,다사33b68a,41,41480,4148010800,31,31200,31200513,783689.0,0.366,532.0,0.2074
2023,라라21a38a,46,46130,4613010800,36,36020,36020530,728584.0,0.0678,1245.0,0.3802
2023,마마22b04a,48,48250,4825035000,38,38070,38070350,10896.0,0.0798,1923.0,0.011
2023,마마64b28a,31,31140,3114010500,26,26020,26020560,643237.0,0.0899,833.0,0.0837
2023,라라84a55a,48,48220,4822034000,38,38050,38050330,8552.0,0.1153,618.0,0.0373
2023,다사74a59a,41,41360,4136010300,31,31130,31130530,576746.0,0.2416,608.0,0.3115
2023,다사61a56b,11,11290,1129013900,11,11080,11080850,652607.0,0.3669,624.0,0.186
2023,다사33a27b,41,41390,4139013200,31,31150,31150640,456591.0,0.2427,760.0,0.087
2023,마사34a01a,51,51190,5119010200,32,32050,32050560,39286.0,0.0167,1347.0,0.0237
2023,다바62a68a,44,44200,4420033000,34,34040,34040330,24959.0,0.1822,1527.0,0.0152
2023,라라85a51a,48,48220,4822010900,38,38050,38050540,17204.0,0.1089,714.0,0.0621
2023,다바94a49b,43,43113,4311311600,33,33043,33043560,31873.0,0.1996,902.0,0.1669
2023,라사37b28a,51,51130,5113011000,32,32020,32020600,147053.0,0.149,1052.0,0.0553
2023,다바65b65b,44,44133,4413310700,34,34012,34012540,83845.0,0.1503,1096.0,0.0323
2023,다바67b64b,44,44131,4413111500,34,34011,34011570,70817.0,0.2028,1486.0,0.0103
